"individualID","domainID","siteID","plotID","namedLocation","uid.x","date.x","eventID.x","subplotID","nestedSubplotID","pointID","stemDistance","stemAzimuth","recordType","supportingStemIndividualID","previouslyTaggedAs","samplingProtocolVersion","taxonID","scientificName","taxonRank","identificationReferences","morphospeciesID","morphospeciesIDRemarks","identificationQualifier","remarks.x","measuredBy.x","recordedBy.x","dataQF.x","publicationDate.x","release.x","utmZone","adjNorthing","adjEasting","adjCoordinateUncertainty","adjDecimalLatitude","adjDecimalLongitude","adjElevation","adjElevationUncertainty","uid.y","date.y","eventID.y","tempStemID","tagStatus","growthForm","plantStatus","stemDiameter","measurementHeight","changedMeasurementLocation","height","baseCrownHeight","breakHeight","breakDiameter","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","shape","basalStemDiameter","basalStemDiameterMsrmntHeight","maxBaseCrownDiameter","ninetyBaseCrownDiameter","dendrometerInstallationDate","initialGapMeasurementDate","initialBandStemDiameter","initialDendrometerGap","dendrometerHeight","dendrometerGap","dendrometerCondition","bandStemDiameter","remarks.y","recordedBy.y","measuredBy.y","dataQF.y","publicationDate.y","release.y","dataEntryRecordID"
"NEON.PLA.D17.SOAP.02756","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","436e2248-1e0b-4301-b155-a9fc400aa16e",2015-10-08,"vst_SOAP_2015","41",NA,"59",5.6,154.2,NA,NA,NA,"NEON.DOC.000987vE","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100965.44408488,298309.900504156,0.7,37.0332501106904,-119.26761426595,"1265.27",1.1,"24f3d56e-d4d9-475b-93f4-a49ad7be9e1d",2015-10-08,"vst_SOAP_2015",NA,NA,"multi-bole tree","Live",18,130,NA,NA,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"proofed and no errors","emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02756A","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","eb42efeb-b80b-4f63-9f9d-d30baf3fcf98",2015-10-08,"vst_SOAP_2015","41",NA,NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"f8863770-efae-4ebc-8d40-8c9a7a706251",2015-10-08,"vst_SOAP_2015",NA,NA,NA,"Live",15.9,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02756B","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","31e1bf04-1087-496a-ba26-425037d6527c",2015-10-08,"vst_SOAP_2015","41",NA,NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"60e057b5-8f6c-42f6-b996-ec65f2ff802e",2015-10-08,"vst_SOAP_2015",NA,NA,NA,"Live",12.6,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02756C","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","e6223324-5488-4b6e-b8bd-1c7792b1adda",2015-10-08,"vst_SOAP_2015","41",NA,NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"592e5ba5-5e3b-4669-871e-c027bf52eb50",2015-10-08,"vst_SOAP_2015",NA,NA,NA,"Live",11.2,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02757","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","21188b0e-8da0-41b3-85bf-7be884d6d8d7",2015-10-08,"vst_SOAP_2015","41",NA,"59",4.3,151.4,NA,NA,NA,"NEON.DOC.000987vE","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100966.71054321,298309.521584989,0.7,37.0332614366634,-119.267618862467,"1265.27",1.1,"e5c40b38-1452-41ef-a9c3-d8d7d09eaa79",2015-10-08,"vst_SOAP_2015",NA,NA,"single bole tree","Live",10.3,130,NA,NA,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02758","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","7ee890ce-1b9b-4a4a-9194-4b52ecabab25",2015-10-08,"vst_SOAP_2015","41",NA,"59",5.1,149.8,NA,NA,NA,"NEON.DOC.000987vE","CADE27","Calocedrus decurrens (Torr.) Florin","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100966.07806851,298310.028611728,0.7,37.0332558486913,-119.267612996529,"1265.27",1.1,"ba82a5fd-a064-4e83-b9f4-5402d6671f6f",2015-10-08,"vst_SOAP_2015",NA,NA,"single bole tree","Live,  other damage",10.2,130,NA,NA,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02759","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","08070552-6316-4ff7-9144-8697670c73f7",2015-10-08,"vst_SOAP_2015","23","4",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"1548bfc5-dcdc-4fdc-bdf1-0bbda3c99827",2015-10-08,"vst_SOAP_2015",NA,NA,"single shrub","Live",NA,NA,NA,2.8,NA,NA,NA,3.1,2.5,"Full shade","cylinder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02760","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","d0c8e178-f120-40f5-81a1-f97400db970f",2015-10-08,"vst_SOAP_2015","23","4",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,"proofed and no errors","tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"9bdba084-2d7f-413c-bcbb-c0bca21ff092",2015-10-08,"vst_SOAP_2015",NA,NA,"single shrub","Live",NA,NA,NA,2,NA,NA,NA,2.1,1.9,"Full shade","inverted cone",NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02761","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","767267ad-fea8-4c5c-b2f8-3faf8bcaddcd",2015-10-08,"vst_SOAP_2015","23",NA,"43",9.2,255.6,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100947.97220304,298318.007524918,0.7,37.0330944776676,-119.267518501876,"1257.87",1.1,"dcef0309-a506-4fcb-bb04-3ea64a9fe027",2015-10-08,"vst_SOAP_2015",NA,NA,"multi-bole tree","Live",24.1,130,NA,NA,NA,NA,NA,NA,NA,"Partially shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02761A","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","711ae69b-fa26-444d-9cac-d91214c5150b",2015-10-08,"vst_SOAP_2015","23",NA,NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,"proofed and no errors","tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"be986920-e727-4120-8422-75f56c203aaf",2015-10-08,"vst_SOAP_2015",NA,NA,NA,"Live",12.3,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02762","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","81baada3-fe83-4f35-b8f3-a36cdb5e68b2",2015-10-08,"vst_SOAP_2015","23",NA,"43",9.6,251.4,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100947.19814063,298317.819913264,0.7,37.0330874651538,-119.267520402301,"1257.87",1.1,"87060248-a4a6-44dd-946c-5d876eda0c8f",2015-10-08,"vst_SOAP_2015",NA,NA,"single bole tree","Live",25.3,130,NA,NA,NA,NA,NA,NA,NA,"Partially shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"proofed and no errors","emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02763","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","a21da503-d8f2-4031-89ab-6b324e56199a",2015-10-08,"vst_SOAP_2015","23",NA,"43",8.8,250.6,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100947.33713204,298318.61813061,0.7,37.0330888885533,-119.267511471551,"1257.87",1.1,"24177e51-1e93-4618-93c3-680926d52036",2015-10-08,"vst_SOAP_2015",NA,NA,"multi-bole tree","Live",20.3,130,NA,NA,NA,NA,NA,NA,NA,"Partially shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02763A","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","6413b3ce-64c2-407f-a424-ceb1b1f68280",2015-10-08,"vst_SOAP_2015","23",NA,NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"4c4da88b-1970-4208-baaf-e12a640906ee",2015-10-08,"vst_SOAP_2015",NA,NA,NA,"Live",18.8,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02764","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","4d18444b-5393-4951-9e61-6d283fb93f66",2015-10-08,"vst_SOAP_2015","23",NA,"43",10.1,244,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100945.83260142,298317.840670132,0.7,37.0330751697888,-119.267519803223,"1257.87",1.1,"85f5e6af-2cc8-41b8-a7ba-63887504a04d",2015-10-08,"vst_SOAP_2015",NA,NA,"single bole tree","Live",32.4,130,NA,NA,NA,NA,NA,NA,NA,"Partially shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02765","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","3badb603-653c-4095-8111-8761ff59f91e",2015-10-08,"vst_SOAP_2015","23",NA,"43",8.8,227.8,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100944.34900881,298320.399409553,0.7,37.0330623562527,-119.267490658233,"1257.87",1.1,"4def5cd3-ab9e-4301-9190-d39b12c4f9af",2015-10-08,"vst_SOAP_2015",NA,NA,"multi-bole tree","Live",26.4,130,NA,NA,NA,NA,NA,NA,NA,"Partially shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02765A","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","93e4fdbb-b638-449c-8b36-1637a836dd2d",2015-10-08,"vst_SOAP_2015","23",NA,NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,"proofed and no errors","tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"be5729bd-4336-48b4-a392-cdc3579ddcf4",2015-10-08,"vst_SOAP_2015",NA,NA,NA,"Live",23,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02765B","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","032a5941-f95a-45fc-af9e-ef9951585d2f",2015-10-08,"vst_SOAP_2015","23",NA,NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"9cd28f1f-e258-480e-8e40-60b954ba323a",2015-10-08,"vst_SOAP_2015",NA,NA,NA,"Live",19,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02765C","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","aa39a17a-a0a6-4af1-bff2-e7f5e2ed9da4",2015-10-08,"vst_SOAP_2015","23",NA,NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"431b9da4-ee6c-4b01-8aeb-3f4e02e7c5b4",2015-10-08,"vst_SOAP_2015",NA,NA,NA,"Live",15.5,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02766","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","16be1b89-00b1-490c-ac67-6f654083df01",2015-10-08,"vst_SOAP_2015","23",NA,"43",5.7,226.6,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100946.34375119,298322.777014375,0.7,37.033080834215,-119.26746448024,"1257.87",1.1,"ec3c172c-b8c7-499c-bd56-6aa53a557d53",2015-10-08,"vst_SOAP_2015",NA,NA,"single bole tree","Live",44.3,130,NA,NA,NA,NA,NA,NA,NA,"Partially shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02767","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","129ebfab-4291-4049-ac1e-8e68eee51926",2015-10-08,"vst_SOAP_2015","23",NA,"43",6.3,215.8,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,"splits into 2 boles just above 130cm","tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100945.15044794,298323.233256648,0.7,37.0330701837735,-119.267459034631,"1257.87",1.1,"88369073-bf80-4653-a06d-4d315bba3ce9",2015-10-08,"vst_SOAP_2015",NA,NA,"single bole tree","Live",56.9,100,NA,NA,NA,NA,NA,NA,NA,"Partially shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02768","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","efd27777-b51c-4604-896b-1387c2cb9079",2015-10-08,"vst_SOAP_2015","23",NA,"43",6.8,224.3,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100945.39343941,298322.169266059,0.7,37.0330721439245,-119.267471053692,"1257.87",1.1,"097786ac-54a9-4979-a99b-8d1471c838ec",2015-10-08,"vst_SOAP_2015",NA,NA,"single bole tree","Live",10.8,130,NA,NA,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"proofed and no errors","emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02769","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","5d0e28af-948a-407b-ab07-874cdcdbe521",2015-10-08,"vst_SOAP_2015","23",NA,"43",11.6,226.9,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100942.33417423,298318.448607591,0.7,37.0330437889882,-119.267512035692,"1257.87",1.1,"a0937c8d-aa0c-4ace-b4a4-c40b240bfe1c",2015-10-08,"vst_SOAP_2015",NA,NA,"single bole tree","Live",11.2,130,NA,NA,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02770","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","eff65643-b8d1-47ac-9217-c33bbaef6714",2015-10-08,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"16c79011-e03e-4419-b9d1-ca8f74782f0e",2015-10-08,"vst_SOAP_2015",NA,NA,"single shrub","Live",NA,NA,NA,2,NA,NA,NA,3.3,1.8,"Full shade","half-sphere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"most of volume of half sphere is missing","emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02771","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","b443809c-f692-4f76-b560-456ae4b59457",2015-10-08,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"312d42b0-be6c-4b1d-8f4d-fc23bdbf6ac3",2015-10-08,"vst_SOAP_2015",NA,NA,"single shrub","Live",NA,NA,NA,2.3,NA,NA,NA,3.1,1.1,"Full shade","half-sphere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shrub shape inaccurate for volume. Photos NEON1 1160001 to 1160003","emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02772","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","73409fb7-4a6e-484e-80f8-713017c55c43",2015-10-08,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"75b41193-c30b-41e2-abb5-a28c19549cbc",2015-10-08,"vst_SOAP_2015",NA,NA,"single shrub","Live",NA,NA,NA,2.2,NA,NA,NA,4.2,2.2,"Full shade","half-sphere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02773","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","4ad75ba7-f0a4-49ac-9118-3b3193e3f8a4",2015-10-08,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"d78ac187-b5ef-4b7e-a0d2-e3ef0b6955af",2015-10-08,"vst_SOAP_2015",NA,NA,"single shrub","Live",NA,NA,NA,2.2,NA,NA,NA,1.5,0.8,"Full shade","cylinder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02774","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","562a5895-048d-47af-ba61-a9c2045ab7e1",2015-10-08,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"94a7c627-98e5-4a80-be55-0ecb2090cc78",2015-10-08,"vst_SOAP_2015",NA,NA,"sapling","Live",NA,NA,NA,1.6,NA,NA,NA,NA,NA,"Full shade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02775","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","5f16f5a8-aa1c-4c7b-885b-1f03ccf685f7",2015-10-08,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","2PLANT","Unknown plant","kingdom",NA,NA,NA,NA,"proofed and no errors","tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"d3dd1ba5-5cc9-48d3-9732-d70766cddad0",2015-10-08,"vst_SOAP_2015",NA,NA,"small shrub","Live",NA,NA,NA,1.2,NA,NA,NA,0.6,0.6,"Full shade","inverted cone",NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.02776","D17","SOAP","SOAP_050","SOAP_050.basePlot.vst","fbf7fec2-dd0e-42c0-ace2-58003a8d1bbe",2015-10-08,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"tedgarian@neoninc.org","emccarthy@field-ops.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"0d50abd1-870f-4286-a7c6-1d205e5bcb18",2015-10-08,"vst_SOAP_2015",NA,NA,"single shrub","Live",NA,NA,NA,2.8,NA,NA,NA,2,2,"Full shade","cylinder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emccarthy@field-ops.org","tedgarian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
